dish_id,total_calories,total_mass,ingredients,split,processed_ingredients
dish_1564169644,433.416992,163.0,ingr_0000000011,train,cheese pizza
dish_1558640941,21.73,53.0,ingr_0000000045,train,carrot
dish_1559844611,55.889999,81.0,ingr_0000000440,train,grapes
dish_1558028492,20.74,61.0,ingr_0000000037,train,cantaloupe
dish_1563395449,214.63649,222.0,ingr_0000000251;ingr_0000000312;ingr_0000000052;ingr_0000000320;ingr_0000000021;ingr_0000000485;ingr_0000000434;ingr_0000000203;ingr_0000000032;ingr_0000000471;ingr_0000000045;ingr_0000000027;ingr_0000000011;ingr_0000000047;ingr_0000000036;ingr_0000000161;ingr_0000000094;ingr_0000000367;ingr_0000000122;ingr_0000000291,train,tortilla chips;pepper;cheese;black beans;squash;zucchini;sour cream;chili;tomatoes;cherry tomatoes;carrot;broccoli;cheese pizza;corn;spinach (raw);olive oil;onions;lime;garlic
dish_1568313640,71.139999,145.0,ingr_0000000094;ingr_0000000046;ingr_0000000029;ingr_0000000042,train,onions;mushroom;mixed greens;avocado
dish_1561492665,81.950653,93.0,ingr_0000000535;ingr_0000000291;ingr_0000000006;ingr_0000000122;ingr_0000000094;ingr_0000000161;ingr_0000000534;ingr_0000000049,train,green onions;caesar salad;garlic;onions;olive oil;country rice;fish
dish_1563555563,398.220001,304.0,ingr_0000000008;ingr_0000000038;ingr_0000000004,train,scrambled eggs;pineapple;bacon
dish_1566849269,249.85202,153.0,ingr_0000000042;ingr_0000000148;ingr_0000000029,train,avocado;parmesan cheese;mixed greens
dish_1565194823,386.59552,619.0,ingr_0000000437;ingr_0000000291;ingr_0000000312;ingr_0000000161;ingr_0000000045;ingr_0000000128;ingr_0000000440,train,sweet potato;pepper;olive oil;carrot;egg whites;grapes
dish_1562008517,401.729523,370.0,ingr_0000000122;ingr_0000000515;ingr_0000000116;ingr_0000000518;ingr_0000000161;ingr_0000000524;ingr_0000000031;ingr_0000000291;ingr_0000000133;ingr_0000000312;ingr_0000000377;ingr_0000000448;ingr_0000000514;ingr_0000000462;ingr_0000000016;ingr_0000000520;ingr_0000000152;ingr_0000000045,train,garlic;arugula;mayonnaise;thyme;olive oil;parsley;cucumbers;shallots;pepper;quinoa;jalapenos;wheat berry;pork;brussels sprouts;lemon juice;cabbage;carrot
dish_1558026684,24.139999,71.0,ingr_0000000037,train,cantaloupe
dish_1562602803,121.742279,120.0,ingr_0000000543;ingr_0000000545;ingr_0000000502,train,chia seeds;greek yogurt;milk
dish_1559842374,345.333008,137.0,ingr_0000000077;ingr_0000000507;ingr_0000000027,train,almonds;mandarin oranges;broccoli
dish_1562872470,286.3815,282.0,ingr_0000000527;ingr_0000000538;ingr_0000000021;ingr_0000000515;ingr_0000000472;ingr_0000000036;ingr_0000000516;ingr_0000000524;ingr_0000000518;ingr_0000000161;ingr_0000000045;ingr_0000000434;ingr_0000000049;ingr_0000000312;ingr_0000000291;ingr_0000000047;ingr_0000000028;ingr_0000000525;ingr_0000000514;ingr_0000000539;ingr_0000000520;ingr_0000000521;ingr_0000000485;ingr_0000000122;ingr_0000000367,train,chive;jicama;squash;arugula;couscous;spinach (raw);rosemary;parsley;thyme;olive oil;carrot;sour cream;fish;pepper;corn;chicken;bok choy;wheat berry;nopales;lemon juice;basil;zucchini;garlic;lime
dish_1562875898,271.116394,342.0,ingr_0000000525;ingr_0000000047;ingr_0000000538;ingr_0000000515;ingr_0000000539;ingr_0000000434;ingr_0000000161;ingr_0000000122;ingr_0000000527;ingr_0000000045;ingr_0000000367;ingr_0000000049;ingr_0000000312;ingr_0000000524;ingr_0000000291;ingr_0000000472,train,bok choy;corn;jicama;arugula;nopales;sour cream;olive oil;garlic;chive;carrot;lime;fish;pepper;parsley;couscous
dish_1559843052,53.5,130.0,ingr_0000000002;ingr_0000000507,train,strawberries;mandarin oranges
dish_1564432165,246.028381,160.0,ingr_0000000367;ingr_0000000029;ingr_0000000471;ingr_0000000161;ingr_0000000189;ingr_0000000031;ingr_0000000392;ingr_0000000094;ingr_0000000038;ingr_0000000312;ingr_0000000291;ingr_0000000030,train,lime;mixed greens;cherry tomatoes;olive oil;vinegar;cucumbers;pepperoni pizza;onions;pineapple;pepper;lettuce
dish_1562617416,200.949997,168.0,ingr_0000000027;ingr_0000000392;ingr_0000000006,train,broccoli;pepperoni pizza;caesar salad
dish_1567110756,111.720001,42.0,ingr_0000000380,train,pizza
dish_1559846585,114.972008,201.0,ingr_0000000213,train,pears
dish_1558632080,72.148003,68.0,ingr_0000000205,train,corn on the cob
dish_1568405405,83.715767,74.0,ingr_0000000032;ingr_0000000122;ingr_0000000161;ingr_0000000526;ingr_0000000031;ingr_0000000126;ingr_0000000189;ingr_0000000036;ingr_0000000291,train,tomatoes;garlic;olive oil;mustard greens;cucumbers;mustard;vinegar;spinach (raw)
dish_1560541680,95.052574,77.0,ingr_0000000291;ingr_0000000124;ingr_0000000161;ingr_0000000126;ingr_0000000517;ingr_0000000515;ingr_0000000189;ingr_0000000201;ingr_0000000312,train,walnuts;olive oil;mustard;chard;arugula;vinegar;blueberries;pepper
dish_1562963648,252.588776,247.0,ingr_0000000029;ingr_0000000006;ingr_0000000045;ingr_0000000152;ingr_0000000380;ingr_0000000180;ingr_0000000122;ingr_0000000508;ingr_0000000161;ingr_0000000535;ingr_0000000189;ingr_0000000073,train,mixed greens;caesar salad;carrot;cabbage;pizza;rice noodles;garlic;soy sauce;olive oil;green onions;vinegar;radishes
dish_1565022027,178.176575,267.0,ingr_0000000437;ingr_0000000128;ingr_0000000161,train,sweet potato;egg whites;olive oil
dish_1562686492,160.0,100.0,ingr_0000000510,train,chicken apple sausage
dish_1563997418,608.703918,400.0,ingr_0000000122;ingr_0000000133;ingr_0000000010;ingr_0000000312;ingr_0000000036;ingr_0000000201;ingr_0000000522;ingr_0000000520;ingr_0000000524;ingr_0000000126;ingr_0000000077;ingr_0000000448;ingr_0000000023;ingr_0000000189;ingr_0000000161;ingr_0000000291;ingr_0000000523;ingr_0000000045,train,garlic;shallots;steak;pepper;spinach (raw);blueberries;tatsoi;lemon juice;parsley;mustard;almonds;jalapenos;brown rice;vinegar;olive oil;cilantro;carrot
dish_1562686664,119.129997,209.0,ingr_0000000013,train,berries
dish_1565724552,108.80024,298.0,ingr_0000000485;ingr_0000000027;ingr_0000000161;ingr_0000000529,train,zucchini;broccoli;olive oil;chayote squash
dish_1560453294,115.954453,138.0,ingr_0000000512;ingr_0000000312;ingr_0000000028;ingr_0000000514;ingr_0000000521;ingr_0000000122;ingr_0000000518;ingr_0000000291;ingr_0000000036;ingr_0000000021;ingr_0000000524;ingr_0000000485;ingr_0000000520;ingr_0000000516;ingr_0000000161,train,kimchi;pepper;chicken;wheat berry;basil;garlic;thyme;spinach (raw);squash;parsley;zucchini;lemon juice;rosemary;olive oil
dish_1566500963,5.75,25.0,ingr_0000000036,train,spinach (raw)
dish_1562783605,75.599998,270.0,ingr_0000000029,train,mixed greens
dish_1562011727,372.352112,182.0,ingr_0000000514;ingr_0000000462;ingr_0000000448;ingr_0000000520;ingr_0000000312;ingr_0000000152;ingr_0000000045;ingr_0000000122;ingr_0000000291;ingr_0000000524;ingr_0000000116;ingr_0000000161,train,wheat berry;pork;jalapenos;lemon juice;pepper;cabbage;carrot;garlic;parsley;mayonnaise;olive oil
dish_1566847043,434.877106,483.0,ingr_0000000045;ingr_0000000122;ingr_0000000291;ingr_0000000520;ingr_0000000524;ingr_0000000152;ingr_0000000021;ingr_0000000448;ingr_0000000462;ingr_0000000514;ingr_0000000161;ingr_0000000116;ingr_0000000312,train,carrot;garlic;lemon juice;parsley;cabbage;squash;jalapenos;pork;wheat berry;olive oil;mayonnaise;pepper
dish_1565884738,228.659988,463.0,ingr_0000000121;ingr_0000000128,train,watermelon;egg whites
dish_1565726915,196.879501,251.0,ingr_0000000161;ingr_0000000515;ingr_0000000189;ingr_0000000433;ingr_0000000021;ingr_0000000528;ingr_0000000094;ingr_0000000027;ingr_0000000126;ingr_0000000291;ingr_0000000473,train,olive oil;arugula;vinegar;roasted potatoes;squash;celery root;onions;broccoli;mustard;cranberries
dish_1563824406,474.136047,387.0,ingr_0000000471;ingr_0000000045;ingr_0000000033;ingr_0000000012;ingr_0000000105;ingr_0000000094,train,cherry tomatoes;carrot;bell peppers;olives;grilled chicken;onions
dish_1561737223,503.782013,334.0,ingr_0000000039;ingr_0000000027;ingr_0000000128,train,sausage;broccoli;egg whites
dish_1566502271,296.816895,359.0,ingr_0000000517;ingr_0000000524;ingr_0000000527;ingr_0000000161;ingr_0000000045;ingr_0000000006;ingr_0000000122;ingr_0000000291;ingr_0000000028;ingr_0000000520;ingr_0000000521;ingr_0000000023;ingr_0000000516,train,chard;parsley;chive;olive oil;carrot;caesar salad;garlic;chicken;lemon juice;basil;brown rice;rosemary
dish_1564605328,541.238098,349.0,ingr_0000000030;ingr_0000000033;ingr_0000000471;ingr_0000000094;ingr_0000000031;ingr_0000000319;ingr_0000000338;ingr_0000000012;ingr_0000000011,train,lettuce;bell peppers;cherry tomatoes;onions;cucumbers;feta cheese;vinaigrette;olives;cheese pizza
dish_1559332822,540.587341,408.0,ingr_0000000471;ingr_0000000515;ingr_0000000189;ingr_0000000031;ingr_0000000485;ingr_0000000518;ingr_0000000161;ingr_0000000312;ingr_0000000291;ingr_0000000030;ingr_0000000332;ingr_0000000367;ingr_0000000023;ingr_0000000529;ingr_0000000094;ingr_0000000029,train,cherry tomatoes;arugula;vinegar;cucumbers;zucchini;thyme;olive oil;pepper;lettuce;salmon;lime;brown rice;chayote squash;onions;mixed greens
dish_1563908957,73.872749,159.0,ingr_0000000006;ingr_0000000161;ingr_0000000043,train,caesar salad;olive oil;green beans
dish_1567542986,605.856323,498.0,ingr_0000000027;ingr_0000000011;ingr_0000000291;ingr_0000000045;ingr_0000000161;ingr_0000000094;ingr_0000000038;ingr_0000000025;ingr_0000000312;ingr_0000000523;ingr_0000000508;ingr_0000000520;ingr_0000000072;ingr_0000000498;ingr_0000000189;ingr_0000000006;ingr_0000000155;ingr_0000000203;ingr_0000000026;ingr_0000000535;ingr_0000000122,train,broccoli;cheese pizza;carrot;olive oil;onions;pineapple;beef;pepper;cilantro;soy sauce;lemon juice;kale;orange juice;vinegar;caesar salad;chicken thighs;chili;white rice;green onions;garlic
dish_1568401090,1158.98999,614.0,ingr_0000000027;ingr_0000000029;ingr_0000000042;ingr_0000000161;ingr_0000000028,train,broccoli;mixed greens;avocado;olive oil;chicken
dish_1567106646,61.040001,201.0,ingr_0000000471;ingr_0000000033;ingr_0000000094,train,cherry tomatoes;bell peppers;onions
dish_1563302391,401.215424,311.0,ingr_0000000518;ingr_0000000520;ingr_0000000524;ingr_0000000133;ingr_0000000122;ingr_0000000291;ingr_0000000433;ingr_0000000028;ingr_0000000036;ingr_0000000046;ingr_0000000514;ingr_0000000161,train,thyme;lemon juice;parsley;shallots;garlic;roasted potatoes;chicken;spinach (raw);mushroom;wheat berry;olive oil
dish_1560369273,308.951691,221.0,ingr_0000000189;ingr_0000000023;ingr_0000000161;ingr_0000000094;ingr_0000000521;ingr_0000000291;ingr_0000000122;ingr_0000000049;ingr_0000000471;ingr_0000000312;ingr_0000000462;ingr_0000000534;ingr_0000000520;ingr_0000000524;ingr_0000000027;ingr_0000000535;ingr_0000000133,train,vinegar;brown rice;olive oil;onions;basil;garlic;fish;cherry tomatoes;pepper;pork;country rice;lemon juice;parsley;broccoli;green onions;shallots
dish_1566934085,82.590729,259.0,ingr_0000000161;ingr_0000000007;ingr_0000000525,train,olive oil;cauliflower;bok choy
dish_1558115169,151.479996,28.0,ingr_0000000004,train,bacon
dish_1560442374,90.637001,233.0,ingr_0000000166,train,grapefruit juice
dish_1560527225,937.789368,503.0,ingr_0000000122;ingr_0000000032;ingr_0000000526;ingr_0000000005;ingr_0000000161;ingr_0000000031;ingr_0000000189;ingr_0000000036;ingr_0000000126;ingr_0000000004;ingr_0000000039;ingr_0000000008;ingr_0000000013;ingr_0000000291,train,garlic;tomatoes;mustard greens;potatoes;olive oil;cucumbers;vinegar;spinach (raw);mustard;bacon;sausage;scrambled eggs;berries
dish_1558628711,129.064499,129.0,ingr_0000000192;ingr_0000000437,train,yam;sweet potato
dish_1567106668,80.309998,248.0,ingr_0000000094;ingr_0000000471;ingr_0000000045;ingr_0000000033,train,onions;cherry tomatoes;carrot;bell peppers
dish_1560357297,942.454041,492.0,ingr_0000000039;ingr_0000000008,train,sausage;scrambled eggs
dish_1560444756,150.779999,418.0,ingr_0000000112;ingr_0000000038;ingr_0000000121,train,honeydew melons;pineapple;watermelon
dish_1558110245,29.07,51.0,ingr_0000000013,train,berries
dish_1563913588,180.811996,68.0,ingr_0000000011,train,cheese pizza
dish_1565728591,388.406616,322.0,ingr_0000000524;ingr_0000000518;ingr_0000000161;ingr_0000000094;ingr_0000000514;ingr_0000000021;ingr_0000000036;ingr_0000000189;ingr_0000000025;ingr_0000000122;ingr_0000000133;ingr_0000000028;ingr_0000000525;ingr_0000000291;ingr_0000000011;ingr_0000000520;ingr_0000000433;ingr_0000000027;ingr_0000000513;ingr_0000000511,train,parsley;thyme;olive oil;onions;wheat berry;squash;spinach (raw);vinegar;beef;garlic;shallots;chicken;bok choy;cheese pizza;lemon juice;roasted potatoes;broccoli;millet;spinach (cooked)
dish_1562787745,85.357742,58.0,ingr_0000000122;ingr_0000000153;ingr_0000000291;ingr_0000000133;ingr_0000000473;ingr_0000000526;ingr_0000000161;ingr_0000000520;ingr_0000000515;ingr_0000000524;ingr_0000000054,train,garlic;bulgur;shallots;cranberries;mustard greens;olive oil;lemon juice;arugula;parsley;apple
dish_1563900120,46.896584,49.0,ingr_0000000437;ingr_0000000161,train,sweet potato;olive oil
dish_1560874548,41.040001,72.0,ingr_0000000013,train,berries
dish_1558721959,11.160001,62.0,ingr_0000000471,train,cherry tomatoes
dish_1561491154,166.137466,158.0,ingr_0000000471;ingr_0000000527;ingr_0000000122;ingr_0000000161;ingr_0000000524;ingr_0000000036;ingr_0000000517;ingr_0000000189;ingr_0000000049;ingr_0000000133;ingr_0000000126;ingr_0000000520;ingr_0000000201;ingr_0000000514;ingr_0000000073;ingr_0000000291,train,cherry tomatoes;chive;garlic;olive oil;parsley;spinach (raw);chard;vinegar;fish;shallots;mustard;lemon juice;blueberries;wheat berry;radishes
dish_1563477736,277.047302,234.0,ingr_0000000133;ingr_0000000332;ingr_0000000189;ingr_0000000036;ingr_0000000524;ingr_0000000520;ingr_0000000203;ingr_0000000122;ingr_0000000523;ingr_0000000291;ingr_0000000448;ingr_0000000312;ingr_0000000540;ingr_0000000023;ingr_0000000054;ingr_0000000161;ingr_0000000016;ingr_0000000094;ingr_0000000367;ingr_0000000513;ingr_0000000029,train,shallots;salmon;vinegar;spinach (raw);parsley;lemon juice;chili;garlic;cilantro;jalapenos;pepper;ginger;brown rice;apple;olive oil;brussels sprouts;onions;lime;millet;mixed greens
dish_1558639195,238.25,346.0,ingr_0000000440;ingr_0000000045;ingr_0000000205;ingr_0000000054,train,grapes;carrot;corn on the cob;apple
dish_1560454970,9.900001,55.0,ingr_0000000471,train,cherry tomatoes
dish_1556575083,27.52,64.0,ingr_0000000016,train,brussels sprouts
dish_1563218201,352.872009,156.0,ingr_0000000105,train,grilled chicken
dish_1558722748,51.988998,49.0,ingr_0000000205,train,corn on the cob
dish_1567628193,492.683044,439.0,ingr_0000000377;ingr_0000000054;ingr_0000000515;ingr_0000000517;ingr_0000000094;ingr_0000000072;ingr_0000000122;ingr_0000000473;ingr_0000000133;ingr_0000000534;ingr_0000000535;ingr_0000000153;ingr_0000000049;ingr_0000000524;ingr_0000000520;ingr_0000000526;ingr_0000000161;ingr_0000000291,train,quinoa;apple;arugula;chard;onions;kale;garlic;cranberries;shallots;country rice;green onions;bulgur;fish;parsley;lemon juice;mustard greens;olive oil
dish_1566328988,747.747803,398.0,ingr_0000000525;ingr_0000000133;ingr_0000000025;ingr_0000000189;ingr_0000000448;ingr_0000000033;ingr_0000000036;ingr_0000000312;ingr_0000000094;ingr_0000000161;ingr_0000000032;ingr_0000000122;ingr_0000000194;ingr_0000000028;ingr_0000000011;ingr_0000000291;ingr_0000000511;ingr_0000000513,train,bok choy;shallots;beef;vinegar;jalapenos;bell peppers;spinach (raw);pepper;onions;olive oil;tomatoes;garlic;fried rice;chicken;cheese pizza;spinach (cooked);millet
dish_1560441339,280.679993,154.0,ingr_0000000004;ingr_0000000377;ingr_0000000005;ingr_0000000525;ingr_0000000008,train,bacon;quinoa;potatoes;bok choy;scrambled eggs
dish_1563898688,32.549999,93.0,ingr_0000000027,train,broccoli
dish_1565021965,92.039993,177.0,ingr_0000000128,train,egg whites
dish_1561753021,918.175781,573.0,ingr_0000000122;ingr_0000000052;ingr_0000000312;ingr_0000000515;ingr_0000000023;ingr_0000000006;ingr_0000000155;ingr_0000000094;ingr_0000000161;ingr_0000000291;ingr_0000000523;ingr_0000000332;ingr_0000000518;ingr_0000000060;ingr_0000000032;ingr_0000000203,train,garlic;cheese;pepper;arugula;brown rice;caesar salad;chicken thighs;onions;olive oil;cilantro;salmon;thyme;tortilla;tomatoes;chili
dish_1565640576,307.28656,267.0,ingr_0000000161;ingr_0000000520;ingr_0000000094;ingr_0000000291;ingr_0000000523;ingr_0000000026;ingr_0000000471;ingr_0000000448;ingr_0000000515;ingr_0000000349;ingr_0000000462;ingr_0000000526;ingr_0000000031;ingr_0000000032;ingr_0000000524;ingr_0000000367;ingr_0000000122;ingr_0000000516;ingr_0000000014;ingr_0000000485,train,olive oil;lemon juice;onions;cilantro;white rice;cherry tomatoes;jalapenos;arugula;mangos;pork;mustard greens;cucumbers;tomatoes;parsley;lime;garlic;rosemary;asparagus;zucchini
dish_1560543605,485.570892,501.0,ingr_0000000312;ingr_0000000541;ingr_0000000291;ingr_0000000012;ingr_0000000028;ingr_0000000023;ingr_0000000448;ingr_0000000515;ingr_0000000161;ingr_0000000094;ingr_0000000189;ingr_0000000122;ingr_0000000027;ingr_0000000535;ingr_0000000032;ingr_0000000026;ingr_0000000043;ingr_0000000036;ingr_0000000540;ingr_0000000520;ingr_0000000508;ingr_0000000006;ingr_0000000377;ingr_0000000523;ingr_0000000049,train,pepper;tomatillo;olives;chicken;brown rice;jalapenos;arugula;olive oil;onions;vinegar;garlic;broccoli;green onions;tomatoes;white rice;green beans;spinach (raw);ginger;lemon juice;soy sauce;caesar salad;quinoa;cilantro;fish
dish_1560961385,249.519989,293.0,ingr_0000000437;ingr_0000000008;ingr_0000000002;ingr_0000000027,train,sweet potato;scrambled eggs;strawberries;broccoli
dish_1564590115,115.805847,121.0,ingr_0000000437;ingr_0000000161,train,sweet potato;olive oil
dish_1561577731,274.257721,334.0,ingr_0000000133;ingr_0000000046;ingr_0000000291;ingr_0000000094;ingr_0000000161;ingr_0000000007;ingr_0000000189;ingr_0000000025;ingr_0000000511;ingr_0000000525;ingr_0000000513,train,shallots;mushroom;onions;olive oil;cauliflower;vinegar;beef;spinach (cooked);bok choy;millet
dish_1568044634,413.19339,789.0,ingr_0000000475;ingr_0000000437;ingr_0000000161;ingr_0000000128;ingr_0000000121,train,salsa;sweet potato;olive oil;egg whites;watermelon
dish_1561663914,257.398834,205.0,ingr_0000000028;ingr_0000000527;ingr_0000000122;ingr_0000000189;ingr_0000000205;ingr_0000000508;ingr_0000000462;ingr_0000000312;ingr_0000000161;ingr_0000000026;ingr_0000000045;ingr_0000000054;ingr_0000000525;ingr_0000000517;ingr_0000000023;ingr_0000000043;ingr_0000000521;ingr_0000000516;ingr_0000000291;ingr_0000000520;ingr_0000000524;ingr_0000000094;ingr_0000000328;ingr_0000000029;ingr_0000000513,train,chicken;chive;garlic;vinegar;corn on the cob;soy sauce;pork;pepper;olive oil;white rice;carrot;apple;bok choy;chard;brown rice;green beans;basil;rosemary;lemon juice;parsley;onions;sugar;mixed greens;millet
dish_1564082323,748.861206,518.0,ingr_0000000122;ingr_0000000026;ingr_0000000006;ingr_0000000023;ingr_0000000517;ingr_0000000462;ingr_0000000521;ingr_0000000524;ingr_0000000516;ingr_0000000508;ingr_0000000045;ingr_0000000028;ingr_0000000312;ingr_0000000161;ingr_0000000520;ingr_0000000525;ingr_0000000291;ingr_0000000527;ingr_0000000328,train,garlic;white rice;caesar salad;brown rice;chard;pork;basil;parsley;rosemary;soy sauce;carrot;chicken;pepper;olive oil;lemon juice;bok choy;chive;sugar
dish_1562613898,120.636047,162.0,ingr_0000000133;ingr_0000000291;ingr_0000000153;ingr_0000000520;ingr_0000000526;ingr_0000000161;ingr_0000000122;ingr_0000000473;ingr_0000000027;ingr_0000000515;ingr_0000000524;ingr_0000000054,train,shallots;bulgur;lemon juice;mustard greens;olive oil;garlic;cranberries;broccoli;arugula;parsley;apple
dish_1563566626,62.099998,54.0,ingr_0000000012,train,olives
dish_1567023161,141.699997,134.0,ingr_0000000028;ingr_0000000512;ingr_0000000012,train,chicken;kimchi;olives
dish_1558722370,19.75,79.0,ingr_0000000007,train,cauliflower
dish_1561060613,323.673248,304.0,ingr_0000000525;ingr_0000000332;ingr_0000000038;ingr_0000000448;ingr_0000000161;ingr_0000000203;ingr_0000000523;ingr_0000000291;ingr_0000000011;ingr_0000000540;ingr_0000000050;ingr_0000000036;ingr_0000000023;ingr_0000000520;ingr_0000000094;ingr_0000000367;ingr_0000000016;ingr_0000000133;ingr_0000000122,train,bok choy;salmon;pineapple;jalapenos;olive oil;chili;cilantro;cheese pizza;ginger;tofu;spinach (raw);brown rice;lemon juice;onions;lime;brussels sprouts;shallots;garlic
dish_1561575445,35.458431,123.0,ingr_0000000291;ingr_0000000335;ingr_0000000007;ingr_0000000161,train,eggplant;cauliflower;olive oil
dish_1559060055,26.730001,81.0,ingr_0000000002,train,strawberries
dish_1558381840,113.849998,69.0,ingr_0000000028,train,chicken
dish_1562873416,52.360001,119.0,ingr_0000000006,train,caesar salad
dish_1558381708,16.43,53.0,ingr_0000000043,train,green beans
dish_1563553780,557.728821,167.0,ingr_0000000294;ingr_0000000029;ingr_0000000041;ingr_0000000040;ingr_0000000338;ingr_0000000004;ingr_0000000077,train,granola;mixed greens;blackberries;raspberries;vinaigrette;bacon;almonds
dish_1561661806,183.475952,89.0,ingr_0000000122;ingr_0000000291;ingr_0000000328;ingr_0000000026;ingr_0000000508;ingr_0000000462;ingr_0000000312;ingr_0000000525,train,garlic;sugar;white rice;soy sauce;pork;pepper;bok choy
dish_1563222800,302.318085,146.0,ingr_0000000244;ingr_0000000471;ingr_0000000462;ingr_0000000036;ingr_0000000392;ingr_0000000094;ingr_0000000485;ingr_0000000161;ingr_0000000524;ingr_0000000026;ingr_0000000514;ingr_0000000148;ingr_0000000515;ingr_0000000516;ingr_0000000518;ingr_0000000122;ingr_0000000291,train,chicken breast;cherry tomatoes;pork;spinach (raw);pepperoni pizza;onions;zucchini;olive oil;parsley;white rice;wheat berry;parmesan cheese;arugula;rosemary;thyme;garlic
dish_1568060461,376.762451,304.0,ingr_0000000026;ingr_0000000515;ingr_0000000524;ingr_0000000485;ingr_0000000161;ingr_0000000471;ingr_0000000367;ingr_0000000291;ingr_0000000349;ingr_0000000462;ingr_0000000448;ingr_0000000516;ingr_0000000031;ingr_0000000520;ingr_0000000094;ingr_0000000526;ingr_0000000523;ingr_0000000122;ingr_0000000032,train,white rice;arugula;parsley;zucchini;olive oil;cherry tomatoes;lime;mangos;pork;jalapenos;rosemary;cucumbers;lemon juice;onions;mustard greens;cilantro;garlic;tomatoes
dish_1560961202,171.069992,153.0,ingr_0000000008;ingr_0000000027,train,scrambled eggs;broccoli
dish_1561737293,801.822021,636.0,ingr_0000000027;ingr_0000000037;ingr_0000000039;ingr_0000000038;ingr_0000000128;ingr_0000000015,train,broccoli;cantaloupe;sausage;pineapple;egg whites;hash browns
dish_1566590946,405.611877,228.0,ingr_0000000518;ingr_0000000161;ingr_0000000291;ingr_0000000023;ingr_0000000515;ingr_0000000312;ingr_0000000332,train,thyme;olive oil;brown rice;arugula;pepper;salmon
dish_1565021220,543.713135,361.0,ingr_0000000342;ingr_0000000128;ingr_0000000437;ingr_0000000291;ingr_0000000161;ingr_0000000337;ingr_0000000050;ingr_0000000312;ingr_0000000039,train,turnips;egg whites;sweet potato;olive oil;waffles;tofu;pepper;sausage
dish_1562701956,6.84,38.0,ingr_0000000471,train,cherry tomatoes
dish_1563475874,93.029999,251.0,ingr_0000000038;ingr_0000000112;ingr_0000000007,train,pineapple;honeydew melons;cauliflower
dish_1563551360,322.640015,218.0,ingr_0000000008,train,scrambled eggs
dish_1563563289,331.901978,218.0,ingr_0000000012;ingr_0000000105;ingr_0000000471,train,olives;grilled chicken;cherry tomatoes
dish_1562009182,306.229919,274.0,ingr_0000000312;ingr_0000000126;ingr_0000000082;ingr_0000000016;ingr_0000000524;ingr_0000000517;ingr_0000000514;ingr_0000000201;ingr_0000000122;ingr_0000000189;ingr_0000000045;ingr_0000000161;ingr_0000000152;ingr_0000000520;ingr_0000000515;ingr_0000000116;ingr_0000000050;ingr_0000000462;ingr_0000000448;ingr_0000000291,train,pepper;mustard;pecans;brussels sprouts;parsley;chard;wheat berry;blueberries;garlic;vinegar;carrot;olive oil;cabbage;lemon juice;arugula;mayonnaise;tofu;pork;jalapenos
dish_1562007763,290.70047,298.0,ingr_0000000291;ingr_0000000515;ingr_0000000377;ingr_0000000524;ingr_0000000006;ingr_0000000122;ingr_0000000133;ingr_0000000520;ingr_0000000518;ingr_0000000161,train,arugula;quinoa;parsley;caesar salad;garlic;shallots;lemon juice;thyme;olive oil
dish_1559845046,313.625977,207.0,ingr_0000000005;ingr_0000000507;ingr_0000000027;ingr_0000000077,train,potatoes;mandarin oranges;broccoli;almonds
dish_1563219056,416.869659,258.0,ingr_0000000026;ingr_0000000012;ingr_0000000392;ingr_0000000515;ingr_0000000471;ingr_0000000462;ingr_0000000516;ingr_0000000524;ingr_0000000094;ingr_0000000485;ingr_0000000161;ingr_0000000291;ingr_0000000034;ingr_0000000122,train,white rice;olives;pepperoni pizza;arugula;cherry tomatoes;pork;rosemary;parsley;onions;zucchini;olive oil;celery;garlic
dish_1559846334,126.172005,233.0,ingr_0000000213;ingr_0000000027,train,pears;broccoli
dish_1565033220,908.60498,578.0,ingr_0000000029;ingr_0000000012;ingr_0000000027;ingr_0000000028;ingr_0000000338,train,mixed greens;olives;broccoli;chicken;vinaigrette
dish_1562010394,188.610443,116.0,ingr_0000000312;ingr_0000000122;ingr_0000000031;ingr_0000000520;ingr_0000000524;ingr_0000000094;ingr_0000000189;ingr_0000000514;ingr_0000000471;ingr_0000000291;ingr_0000000367;ingr_0000000029;ingr_0000000045;ingr_0000000161;ingr_0000000152;ingr_0000000116;ingr_0000000448;ingr_0000000462;ingr_0000000030,train,pepper;garlic;cucumbers;lemon juice;parsley;onions;vinegar;wheat berry;cherry tomatoes;lime;mixed greens;carrot;olive oil;cabbage;mayonnaise;jalapenos;pork;lettuce
dish_1563395341,143.585999,54.0,ingr_0000000011,train,cheese pizza
dish_1558114609,540.89801,160.0,ingr_0000000440;ingr_0000000039;ingr_0000000077;ingr_0000000004,train,grapes;sausage;almonds;bacon
dish_1566415558,169.100739,234.0,ingr_0000000161;ingr_0000000524;ingr_0000000520;ingr_0000000291;ingr_0000000122;ingr_0000000133;ingr_0000000527;ingr_0000000471;ingr_0000000049;ingr_0000000517;ingr_0000000043;ingr_0000000514,train,olive oil;parsley;lemon juice;garlic;shallots;chive;cherry tomatoes;fish;chard;green beans;wheat berry
dish_1558629578,22.5,90.0,ingr_0000000007,train,cauliflower
